Vendor,Vendor Name,Psoft Part Number,MOVE Part Number,Qty OnHand,Status,Type,Stock Type,Weight,Weight UOM,Master Pack Qty,Std Pack Qty 
0000000025,MOLEX LLC,000000000003572412,0796390013,1000,A,NN,STND,0, , ,200
0000000025,MOLEX LLC,000000000003569611,0757570131,3225,A,IN,STD2,0, ,0,9000
0000000025,MOLEX LLC,000000000003569573,0639023900,1,A,DE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000003569467,0482580002,700,A,BD,STND,0, ,0,350
0000000025,MOLEX LLC,000000000003569459,0469990101,723,A,EB,STND,0, ,0,10000
0000000025,MOLEX LLC,000000000003569396,0460140304,2299,A,DE,STND,0, ,0,1518
0000000025,MOLEX LLC,000000000003547793,1200710045,1,A,DD,STND,0, , ,4
0000000025,MOLEX LLC,000000000003481680,0472192001,800,A,BB,MGD,0, ,0,2400
0000000025,MOLEX LLC,000000000003481378,0152660433,1596,A,BE,MGD,0, ,0,1000
0000000025,MOLEX LLC,000000000003471500,0732761571,550,A,DE,CUST,0, , ,180
0000000025,MOLEX LLC,000000000003471494,0785720001,683700,A,DE,STND,0, , ,300
0000000025,MOLEX LLC,000000000003461623,0152670309,614,A,EE,STD1,0, ,0,1000
0000000025,MOLEX LLC,000000000003460731,0150200429,3581,A,DE,MGD,0, ,0,1000
0000000025,MOLEX LLC,000000000003460693,0150200391,150,A,EE,STND,0, ,0,1000
0000000025,MOLEX LLC,000000000003460352,0050291900,85000,A,BC,MGD,0, ,0,5000
0000000025,MOLEX LLC,000000000003430231,1301410031,5,A,IB,MGD3,0, , ,5
0000000025,MOLEX LLC,000000000003358271,1040310811,2000,A,IC,STD2,0, ,0,12000
0000000025,MOLEX LLC,000000000003355995,0982660144,1543,A,DE,CUST,0, ,0,1000
0000000025,MOLEX LLC,000000000003355436,0638240200,1,A,IN,STD1,0, ,0,1
0000000025,MOLEX LLC,000000000003355422,0638235100,1,A,ED,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000003355359,0638002810,52,A,EE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000003151383,0923161610,1620,A,DE,CST2,0, , ,540
0000000025,MOLEX LLC,000000000003144494,5034801000,3000,A,IB,MGD3,0, ,0,21000
0000000025,MOLEX LLC,000000000003144493,5034800800,3000,A,IB,MGD2,0, ,0,21000
0000000025,MOLEX LLC,000000000003144491,5034800400,3000,A,IC,MGD2,0, ,0,21000
0000000025,MOLEX LLC,000000000003144117,0639018800,1,A,BE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000003144002,0638170400,1,A,IN,MGD2,0, ,0,10
0000000025,MOLEX LLC,000000000003143969,0638120800,9,A,AC,MGD,0, ,0,10
0000000025,MOLEX LLC,000000000003143917,0636001057,5,A,EE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000003143781,0559090974,5000,A,DE,STND,0, ,0,10000
0000000025,MOLEX LLC,000000000003143754,0543325003,24,A,EE,CST2,0, ,0,10
0000000025,MOLEX LLC,000000000003101950,1050170001,20000,A,DB,STD1,0, , ,2000
0000000025,MOLEX LLC,000000000003100324,5023520800,700,A,ED,CUST,0, ,0,2800
0000000025,MOLEX LLC,000000000003100308,5022370517,250,A,EE,CUST,0, ,0,4000
0000000025,MOLEX LLC,000000000003100250,0757571131,2800,A,DE,STND,0, ,0,2800
0000000025,MOLEX LLC,000000000003100181,0741640008,750,A,IE,STD2,0, ,0,810
0000000025,MOLEX LLC,000000000003100180,0741640006,846,A,DE,STND,0, ,0,972
0000000025,MOLEX LLC,000000000003100121,0741621030,891,A,EE,CST2,0, ,0,297
0000000025,MOLEX LLC,000000000003099943,0638133501,2,A,IN,STD2,0, ,0,1
0000000025,MOLEX LLC,000000000003021965,0797460003,5000,A,DE,CST2,0, , ,8000
0000000025,MOLEX LLC,000000000002986838,5031590600,10600,A,EE,CST2,0, ,0,6480
0000000025,MOLEX LLC,000000000002986814,5027906091,2000,A,EE,STND,0, ,0,2000
0000000025,MOLEX LLC,000000000002986769,5025790000,30000,A,EB,STD1,0, ,0,15000
0000000025,MOLEX LLC,000000000002986727,5019313070,195,A,ID,STD3,0, ,0,1650
0000000025,MOLEX LLC,000000000002986702,1050570001,3229,A,EB,MGD,0, ,0,2016
0000000025,MOLEX LLC,000000000002986278,0640160204,1,A,EE,STND,0, ,0,1
0000000025,MOLEX LLC,000000000002986277,0640160201,23,A,AB,MGD,0, ,0,20
0000000025,MOLEX LLC,000000000002986276,0640160200,1,A,BD,MGD,0, ,0,20
0000000025,MOLEX LLC,000000000002986078,0460121142,58,A,ED,STND,0, ,0,8000
0000000025,MOLEX LLC,000000000002980070,5016471100,5500,A,EC,STD1,0, ,0,48000
0000000025,MOLEX LLC,000000000002980016,0783200002,1000,A,IN,STD1,0, ,0,1000
0000000025,MOLEX LLC,000000000002979510,0761555108,100,A,IN,CST2,0, ,0,200
0000000025,MOLEX LLC,000000000002979062,0760601010,430,A,DE,STND,0, ,0,210
0000000025,MOLEX LLC,000000000002978807,0702462004,283,A,EE,CST2,0, ,0,720
0000000025,MOLEX LLC,000000000002978787,0640162000,1,A,DE,MGD2,0, ,0,1
0000000025,MOLEX LLC,000000000002978753,0638194600,5,A,AD,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000002978735,0638192900,4,A,AD,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000002974047,0395126005,2702,A,DE,STND,0, ,0,3456
0000000025,MOLEX LLC,000000000002973881,0395105005,176,A,DE,STND,0, ,0,1512
0000000025,MOLEX LLC,000000000002792558,5024390800,22814,A,EE,CST2,0, ,0,8000
0000000025,MOLEX LLC,000000000002792554,5024380000,252000,A,EC,MGD,0, ,0,18000
0000000025,MOLEX LLC,000000000002792510,5023810000,72000,A,DB,STND,0, ,0,24000
0000000025,MOLEX LLC,000000000002792505,5023801100,11835,A,EE,STD1,0, ,0,12000
0000000025,MOLEX LLC,000000000002792496,5023800200,12607,A,BC,MGD,0, ,0,40000
0000000025,MOLEX LLC,000000000002792426,5016461400,6000,A,ID,CST2,0, ,0,6000
0000000025,MOLEX LLC,000000000002792424,5016453420,100,A,IN,CST2,0, ,0,1400
0000000025,MOLEX LLC,000000000002792420,5016452420,55,A,EE,STND,0, ,0,2240
0000000025,MOLEX LLC,000000000002792159,0955012882,88,A,IN,STD2,0, ,0,2772
0000000025,MOLEX LLC,000000000002791594,0781720002,18000,A,IC,STD3,0, ,0,100000
0000000025,MOLEX LLC,000000000002791590,0781710003,36000,A,DC,CUST,0, ,0,36000
0000000025,MOLEX LLC,000000000002790711,0747540220,3,A,ED,STND,0, ,0,864
0000000025,MOLEX LLC,000000000002790704,0747540061,6,A,IN,STD3,0, ,0,324
0000000025,MOLEX LLC,000000000002790661,0747220001,972,A,DE,CUST,0, ,0,972
0000000025,MOLEX LLC,000000000002790165,0740588501,99,A,EE,CUST,0, ,0,36
0000000025,MOLEX LLC,000000000002789946,0643251023,8990,A,IC,CST2,0, ,0,22500
0000000025,MOLEX LLC,000000000002789945,0643251010,4960,A,IB,MGD,0, ,0,47500
0000000025,MOLEX LLC,000000000002789905,0643201301,3000,A,IB,MGD2,0, ,0,1200
0000000025,MOLEX LLC,000000000002789780,0638194400,5,A,EC,STND,0, ,0,5
0000000025,MOLEX LLC,000000000002789774,0638192800,5,A,BD,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002789764,0638192300,5,A,AD,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000002789748,0638132700,14,A,AB,MGD,0, ,0,20
0000000025,MOLEX LLC,000000000002789740,0638118275,3,A,BB,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002789464,0472720024,500,A,NE,CUST,0, ,0,1000
0000000025,MOLEX LLC,000000000002789382,0430251008,5945,A,DD,CUST,0, ,0,1500
0000000025,MOLEX LLC,000000000002758303,0732761570,10,A,DE,STND,0, , ,360
0000000025,MOLEX LLC,000000000002756974,1300550001,1,A,EB,STND,0, , ,1
0000000025,MOLEX LLC,000000000002649475,0700669001,582,A,DE,CUST,0, , ,5000
0000000025,MOLEX LLC,000000000002645938,0734152121,200,A,EE,STND,0, ,0,3200
0000000025,MOLEX LLC,000000000002645932,0734151692,2250,A,ED,CST2,0, ,0,6000
0000000025,MOLEX LLC,000000000002645925,0734151471,1885,A,BB,STND,0, ,0,4000
0000000025,MOLEX LLC,000000000002645871,0733910060,1655,A,AB,MGD,0, ,0,3200
0000000025,MOLEX LLC,000000000002645859,0733660061,7600,A,BD,MGD,0, ,0,3200
0000000025,MOLEX LLC,000000000002645824,0732512200,1320,A,DD,CUST,0, ,0,1400
0000000025,MOLEX LLC,000000000002645817,0732511350,80,A,EC,STD1,0, ,0,3200
0000000025,MOLEX LLC,000000000002645816,0732511150,454,A,BB,STND,0, ,0,3200
0000000025,MOLEX LLC,000000000002645535,0638191500,10,A,AC,MGD,0, ,0,25
0000000025,MOLEX LLC,000000000002645531,0638191300,17,A,AC,STND,0, ,0,5
0000000025,MOLEX LLC,000000000002645530,0638191000,7,A,AC,MGD,0, ,0,25
0000000025,MOLEX LLC,000000000002645529,0638190975,10,A,AB,MGD,0, ,0,25
0000000025,MOLEX LLC,000000000002645527,0638190800,10,A,AC,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000002645523,0638131900,190,A,EE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002645521,0638100105,5,A,EE,STD1,0, ,0,1
0000000025,MOLEX LLC,000000000002645128,0395032007,1040,A,DE,STND,0, ,0,1080
0000000025,MOLEX LLC,000000000002645092,0365050008,870,A,DE,CUST,0, ,0,1392
0000000025,MOLEX LLC,000000000002644910,0009027061,120,A,DE,STND,0, ,0,25500
0000000025,MOLEX LLC,000000000002643657,0638118200,8,A,AB,STND,0, , ,25
0000000025,MOLEX LLC,000000000002643643,1300940230,40,A,EE,CUST,0, , ,5
0000000025,MOLEX LLC,000000000002636096,0754921025,74,A,DE,CUST,0, , ,1512
0000000025,MOLEX LLC,000000000002636094,0758322203,200,A,DE,CUST,0, , ,100
0000000025,MOLEX LLC,000000000002597455,0638190500,9,A,AC,MGD,0, , ,25
0000000025,MOLEX LLC,000000000002597454,0731000114,17390,A,BC,MGD,0, , ,3520
0000000025,MOLEX LLC,000000000002576270,5025700893,9100,A,BB,STND,0, ,0,1300
0000000025,MOLEX LLC,000000000002576258,5019513000,13,A,ED,STND,0, ,0,8000
0000000025,MOLEX LLC,000000000002576227,5007620481,160,A,EE,CST2,0, ,0,80
0000000025,MOLEX LLC,000000000002576201,0956223981,2703,A,EE,CST2,0, ,0,1848
0000000025,MOLEX LLC,000000000002576157,0908140906,3600,A,DE,STND,0, ,0,1800
0000000025,MOLEX LLC,000000000002576093,0855115001,493,A,ED,CUST,0, ,0,1309
0000000025,MOLEX LLC,000000000002575977,0754775001,16,A,DE,CST2,0, ,0,24
0000000025,MOLEX LLC,000000000002575878,0740579001,52,A,DE,CUST,0, ,0,312
0000000025,MOLEX LLC,000000000002575797,0639005200,1,A,DE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002575769,0638191100,10,A,AC,MGD,0, ,0,25
0000000025,MOLEX LLC,000000000002575766,0638190175,2,A,IN,STD1,0, ,0,1
0000000025,MOLEX LLC,000000000002575765,0638190100,1,A,AB,STND,0, ,0,25
0000000025,MOLEX LLC,000000000002575601,0475900001,10500,A,IB,MGD2,0, ,0,1500
0000000025,MOLEX LLC,000000000002499662,0638190000,23,A,AA,MGD,0, , ,25
0000000025,MOLEX LLC,000000000002499637,0639004500,2,A,BE,MGD,0, , ,1
0000000025,MOLEX LLC,000000000002486502,0734151000,584,A,IN,CST2,0, , ,3200
0000000025,MOLEX LLC,000000000002450581,5015712007,4800,A,NC,CUST,0, ,0,4800
0000000025,MOLEX LLC,000000000002450494,0956232881,3498,A,DD,MGD,0, ,0,2016
0000000025,MOLEX LLC,000000000002450491,0956224881,963,A,DE,STND,0, ,0,107
0000000025,MOLEX LLC,000000000002450477,0955032441,2185,A,CD,CST2,0, ,0,1785
0000000025,MOLEX LLC,000000000002450470,0955012641,4,A,EE,STND,0, ,0,3276
0000000025,MOLEX LLC,000000000002450280,0855085001,601,A,BB,STND,0, ,0,2016
0000000025,MOLEX LLC,000000000002450257,0781710002,36000,A,DB,MGD2,0, ,0,4500
0000000025,MOLEX LLC,000000000002450128,0640017400,5,A,BD,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002450064,0639002600,1,A,IE,MGD2,0, ,0,1
0000000025,MOLEX LLC,000000000002449926,0638190075,43,A,AB,MGD,0, ,0,50
0000000025,MOLEX LLC,000000000002449897,0638117000,2,A,EE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002449760,0512970471,20,A,EE,STND,0, ,0,40
0000000025,MOLEX LLC,000000000002449741,0482580001,2800,A,ED,STND,0, ,0,350
0000000025,MOLEX LLC,000000000002449734,0475890001,16500,A,BB,STND,0, ,0,1500
0000000025,MOLEX LLC,000000000002449501,0955012661,593,A,EC,CST2,0, , ,1638
0000000025,MOLEX LLC,000000000002449420,0190110039,1500,A,IN,STD2,0, , ,2000
0000000025,MOLEX LLC,000000000002449411,0955032661,8138,A,AC,STND,0, , ,1547
0000000025,MOLEX LLC,000000000002449216,0638118700,12,A,AB,STND,0, , ,25
0000000025,MOLEX LLC,000000000002448547,0955012881,2774,A,EC,CST2,0, , ,1386
0000000025,MOLEX LLC,000000000002445440,0955032881,5920,A,BC,STND,0, , ,1309
0000000025,MOLEX LLC,000000000002443056,0955402881,500,A,ED,MGD,0, , ,1920
0000000025,MOLEX LLC,000000000002432994,0522070660,3000,A,EE,STD2,0, , ,1000
0000000025,MOLEX LLC,000000000002429803,0393643904,96,A,IE,STD2,0, ,0,200
0000000025,MOLEX LLC,000000000002428372,0845860018,20,A,EE,CUST,0, , ,10
0000000025,MOLEX LLC,000000000002400538,5016463000,365,A,ED,STD1,0, ,0,3200
0000000025,MOLEX LLC,000000000002400390,0874370273,8100,A,ED,CUST,0, ,0,7200
0000000025,MOLEX LLC,000000000002399617,0638882000,1,A,BE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002399591,0638132300,1,A,IN,STD1,0, ,0,1
0000000025,MOLEX LLC,000000000002399490,0527451297,300,A,EE,CUST,0, ,0,6000
0000000025,MOLEX LLC,000000000002399487,0526100872,6000,A,DE,CUST,0, ,0,6000
0000000025,MOLEX LLC,000000000002399421,0460812000,223,A,EE,CST2,0, ,0,132
0000000025,MOLEX LLC,000000000002399128,0389690005,144,A,IN,STD2,0, ,0,144
0000000025,MOLEX LLC,000000000002399015,0190540052,3000,A,EE,STND,0, ,0,1000
0000000025,MOLEX LLC,000000000002380046,0757105006,5,A,IN,CST3,0, , ,60
0000000025,MOLEX LLC,000000000002300721,5016471000,48000,A,EB,MGD,0, ,0,16000
0000000025,MOLEX LLC,000000000002299301,0757830140,750,A,DE,CUST,0, ,0,375
0000000025,MOLEX LLC,000000000002299277,0745400501,112,A,ED,STND,0, ,0,245
0000000025,MOLEX LLC,000000000002299213,0638117400,1,A,ED,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000002299210,0638116800,8,A,BC,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000002299020,0527450697,1000,A,DD,STND,0, ,0,1000
0000000025,MOLEX LLC,000000000002299016,0525590652,6000,A,DC,MGD,0, ,0,1000
0000000025,MOLEX LLC,000000000002298967,0473521001,3200,A,EC,CUST,0, ,0,2400
0000000025,MOLEX LLC,000000000002298965,0473460001,14000,A,BB,STD1,0, ,0,2000
0000000025,MOLEX LLC,000000000002298845,0395321505,1560,A,EE,CST2,0, ,0,1440
0000000025,MOLEX LLC,000000000002298842,0395311524,105,A,EE,STND,0, ,0,360
0000000025,MOLEX LLC,000000000002289596,0845860019,17,A,EE,CUST,0, , ,10
0000000025,MOLEX LLC,000000000002267751,0638116300,4,A,EC,MGD,0, ,0,5
0000000025,MOLEX LLC,000000000002267594,0543630289,25000,A,DE,CST2,0, ,0,20000
0000000025,MOLEX LLC,000000000002267592,0543325001,64,A,EE,CST1,0, ,0,10
0000000025,MOLEX LLC,000000000002267584,0536470874,1680,A,DE,STND,0, ,0,2520
0000000025,MOLEX LLC,000000000002267549,0526100672,6000,A,DE,CST2,0, ,0,6000
0000000025,MOLEX LLC,000000000002267519,0512335011,44,A,EE,CUST,0, ,0,120
0000000025,MOLEX LLC,000000000002266262,0330123002,60000,A,IB,STD2,0, ,0,6000
0000000025,MOLEX LLC,000000000002266256,0330122002,24000,A,IB,MGD2,0, ,0,60000
0000000025,MOLEX LLC,000000000002266083,0190030129,600,A,EE,STND,0, ,0,4000
0000000025,MOLEX LLC,000000000002265496,0688010875,4883,A,DE,CUST,0, , ,1000
0000000025,MOLEX LLC,000000000002265495,0688010874,6000,A,DE,CUST,0, , ,500
0000000025,MOLEX LLC,000000000002265429,0730999221,200,A,IN,STD2,0, , ,400
0000000025,MOLEX LLC,000000000002141889,0877791001,341,A,BD,MGD,0, ,0,720
0000000025,MOLEX LLC,000000000002141511,0705450176,30,A,EE,STND,0, ,0,2064
0000000025,MOLEX LLC,000000000002141439,0522712269,4000,A,DE,STND,0, ,0,1000
0000000025,MOLEX LLC,000000000002141361,0395434304,1557,A,DE,STND,0, ,0,900
0000000025,MOLEX LLC,000000000002141120,0395032006,160,A,DE,STND,0, ,0,1080
0000000025,MOLEX LLC,000000000002141022,0192210407,750,A,EE,CST2,0, ,0,1000
0000000025,MOLEX LLC,000000000002140998,0192210372,402,A,EE,CST2,0, ,0,25
0000000025,MOLEX LLC,000000000002140996,0192210251,2162,A,EC,CST2,0, ,0,100
0000000025,MOLEX LLC,000000000002140990,0192210230,800,A,IC,CST2,0, ,0,800
0000000025,MOLEX LLC,000000000002140988,0192210228,7100,A,ED,STD1,0, ,0,1000
0000000025,MOLEX LLC,000000000002140956,0039000433,1706,A,EC,CST2,0, ,0,8000
0000000025,MOLEX LLC,000000000002140940,0015477608,1440,A,DE,CUST,0, ,0,720
0000000025,MOLEX LLC,000000000002133009,0082285508,35,A,DE,CUST,0, , ,7
0000000025,MOLEX LLC,000000000002121271,1061700520,120,A,IE,STD2,0, ,0,400
0000000025,MOLEX LLC,000000000002120617,0887328912,787,A,DE,CST2,0, ,0,120
0000000025,MOLEX LLC,000000000002120272,0745460805,1,A,IN,STD3,0, ,0,3
0000000025,MOLEX LLC,000000000002120269,0745460802,10,A,DE,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002120145,0673298000,439,A,EC,CST2,0, ,0,2800
0000000025,MOLEX LLC,000000000002120133,0640016100,3,A,ED,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000002119833,0559090774,5000,A,DE,STND,0, ,0,10000
0000000025,MOLEX LLC,000000000002119658,0480994000,8400,A,BC,STND,0, ,0,2400
0000000025,MOLEX LLC,000000000002119640,0457111000,24,A,DE,STND,0, ,0,96
0000000025,MOLEX LLC,000000000002119471,0395443008,4405,A,DE,CST1,0, ,0,720
0000000025,MOLEX LLC,000000000002119427,0395321004,652,A,EE,CST1,0, ,0,1680
0000000025,MOLEX LLC,000000000002119335,0395300004,402,A,ED,CST2,0, ,0,1080
0000000025,MOLEX LLC,000000000002119333,0395300002,2706,A,DC,MGD,0, ,0,2160
0000000025,MOLEX LLC,000000000002119144,0395200002,180,A,EE,CUST,0, ,0,2160
0000000025,MOLEX LLC,000000000002118904,0395011010,167,A,DE,CUST,0, ,0,1872
0000000025,MOLEX LLC,000000000002118878,0395000003,200,A,NN,STND,0, ,0,2100
0000000025,MOLEX LLC,000000000002118876,0393643903,53,A,EE,STND,0, ,0,250
0000000025,MOLEX LLC,000000000002118476,0039000429,5712,A,BA,MGD,0, ,0,8000
0000000025,MOLEX LLC,000000000002118449,0022112036,14000,A,EE,STD1,0, ,0,16000
0000000025,MOLEX LLC,000000000001705910,0039000435,805,A,EC,MGD1,0, , ,8000
0000000025,MOLEX LLC,000000000001672232,0039000428,8000,A,AB,MGD,0, , ,4000
0000000025,MOLEX LLC,000000000001627138,5011902017,6600,A,DC,MGD,0, ,0,1100
0000000025,MOLEX LLC,000000000001627137,5009980900,3200,A,AC,STND,0, ,0,400
0000000025,MOLEX LLC,000000000001627072,0878320622,330,A,EE,STND,0, ,0,3720
0000000025,MOLEX LLC,000000000001627066,0877597626,6000,A,IN,CST2,0, ,0,3000
0000000025,MOLEX LLC,000000000001626914,0685610014,19,A,ED,MGD,0, ,0,250
0000000025,MOLEX LLC,000000000001626868,0527461271,2000,A,DD,STND,0, ,0,6000
0000000025,MOLEX LLC,000000000001626857,0522712069,2000,A,IN,CUST,0, ,0,3000
0000000025,MOLEX LLC,000000000001626572,0194340003,90,A,NE,MGD1,0, ,0,700
0000000025,MOLEX LLC,000000000001625640,0731000195,47,A,NE,CUST,0, , ,1000
0000000025,MOLEX LLC,000000000001594113,5015714007,1600,A,ND,STND,0, ,0,800
0000000025,MOLEX LLC,000000000001594103,5015680707,1335,A,NN,CUST,0, ,0,7800
0000000025,MOLEX LLC,000000000001594102,5015680607,1300,A,FC,STND,0, ,0,1300
0000000025,MOLEX LLC,000000000001594098,5015680207,1700,A,EC,MGD2,0, ,0,13600
0000000025,MOLEX LLC,000000000001594096,5013340100,20000,A,EB,MGD,0, ,0,100000
0000000025,MOLEX LLC,000000000001594090,5013311007,3300,A,ED,CST2,0, ,0,6600
0000000025,MOLEX LLC,000000000001594089,5013310907,8800,A,DD,CST2,0, ,0,6600
0000000025,MOLEX LLC,000000000001594087,5013310707,1100,A,NN,STND,0, ,0,6600
0000000025,MOLEX LLC,000000000001594086,5013310607,3300,A,DC,MGD,0, ,0,1100
0000000025,MOLEX LLC,000000000001593991,0903257006,5541,A,EE,CST2,0, ,0,2112
0000000025,MOLEX LLC,000000000001593720,0755860011,550,A,IC,CST3,0, ,0,1650
0000000025,MOLEX LLC,000000000001593707,0747370010,6425,A,EC,CST2,0, ,0,1296
0000000025,MOLEX LLC,000000000001593645,0672983090,2754,A,BD,CST2,0, ,0,600
0000000025,MOLEX LLC,000000000001593622,0550910874,3000,A,DE,CUST,0, ,0,3000
0000000025,MOLEX LLC,000000000001593606,0541324062,12000,A,BB,MGD,0, ,0,1500
0000000025,MOLEX LLC,000000000001593601,0541044031,1500,A,DB,MGD,0, ,0,4500
0000000025,MOLEX LLC,000000000001593575,0525594052,1000,A,ID,STD2,0, ,0,3000
0000000025,MOLEX LLC,000000000001593572,0525591252,1000,A,DC,STND,0, ,0,1000
0000000025,MOLEX LLC,000000000001593571,0525591052,1225,A,EC,MGD2,0, ,0,6000
0000000025,MOLEX LLC,000000000001593566,0522710469,1000,A,DC,STND,0, ,0,1000
0000000025,MOLEX LLC,000000000001593508,0457503212,1000,A,IC,MGD3,0, ,0,8000
0000000025,MOLEX LLC,000000000001593506,0457503112,815,A,EB,MGD,0, ,0,8000
0000000025,MOLEX LLC,000000000001593504,0457501212,450,A,EC,MGD,0, ,0,8000
0000000025,MOLEX LLC,000000000001436396,5013340000,75000,A,IB,MGD3,0, ,0,25000
0000000025,MOLEX LLC,000000000001436395,5013310207,7700,A,NC,STND,0, ,0,1100
0000000025,MOLEX LLC,000000000001436394,5013300200,40000,A,DE,MGD,0, ,0,80000
0000000025,MOLEX LLC,000000000001436381,5009010801,1400,A,IC,MGD2,0, ,0,1400
0000000025,MOLEX LLC,000000000001435776,0676432911,900,A,DD,STD1,0, ,0,1000
0000000025,MOLEX LLC,000000000001435716,0638017300,1,A,DE,MGD2,0, ,0,1
0000000025,MOLEX LLC,000000000001435715,0638017200,1,A,BC,MGD,0, ,0,1
0000000025,MOLEX LLC,000000000001435359,0387291599,390,A,DE,STND,0, ,0,10
0000000025,MOLEX LLC,000000000001278432,0679100002,3600,A,AC,STND,0, ,0,360
0000000025,MOLEX LLC,000000000001278415,0675031020,2000,A,EB,STND,0, ,0,500
0000000025,MOLEX LLC,000000000001278299,0513382474,7500,A,DE,STND,0, ,0,2500
0000000025,MOLEX LLC,000000000001277989,0039000431,2625,A,BB,MGD,0, ,0,8000
0000000025,MOLEX LLC,000000000001206544,0894858000,1000,A,BC,MGD,0, ,0,1600
0000000025,MOLEX LLC,000000000001206287,0747370002,416,A,EE,STND,0, ,0,24
0000000025,MOLEX LLC,000000000001206150,0670689001,936,A,EE,CST2,0, ,0,1200
0000000025,MOLEX LLC,000000000001206149,0670689000,2338,A,AB,STND,0, ,0,1200
0000000025,MOLEX LLC,000000000001206144,0670688001,3270,A,DC,CST1,0, ,0,1200
0000000025,MOLEX LLC,000000000001206143,0670688000,1196,A,AA,STND,0, ,0,1200
0000000025,MOLEX LLC,000000000001205771,0558365001,31,A,EE,CST2,0, ,0,40
0000000025,MOLEX LLC,000000000001205632,0524372471,10000,A,DE,MGD,0, ,0,4000
0000000025,MOLEX LLC,000000000001205177,0353630460,14330,A,EB,MGD,0, ,0,15000
0000000025,MOLEX LLC,000000000001205175,0353630260,8430,A,EE,CST2,0, ,0,20000
0000000025,MOLEX LLC,000000000001205154,0353620750,175,A,FN,CUST,0, ,0,12000
0000000025,MOLEX LLC,000000000001205152,0353620650,1900,A,EB,MGD,0, ,0,15000
0000000025,MOLEX LLC,000000000001205150,0353620550,19476,A,DB,STND,0, ,0,15000
0000000025,MOLEX LLC,000000000001205147,0353620350,2352,A,BB,STND,0, ,0,25000
0000000025,MOLEX LLC,000000000001204514,0470804005,760,A,EC,MGD,0, , ,380
0000000025,MOLEX LLC,000000000001204506,0877159002,60,A,IN,STND,0, , ,1820
0000000025,MOLEX LLC,000000000001187022,0874380443,11000,A,DB,STND,0, ,0,1000
0000000025,MOLEX LLC,000000000001187019,0874380243,12000,A,BB,MGD,0, ,0,1000
0000000025,MOLEX LLC,000000000001187007,0874371043,2000,A,DD,CUST,0, ,0,6000
0000000025,MOLEX LLC,000000000001186995,0874370443,2000,A,EB,STD3,0, ,0,1000
0000000025,MOLEX LLC,000000000001186672,0872631093,3000,A,IN,STND,0, ,0,3000
0000000025,MOLEX LLC,000000000001186155,0791077002,25,A,NN,CUST,0, ,0,3910
0000000025,MOLEX LLC,000000000001186054,0702461601,2170,A,BC,MGD,0, ,0,880
0000000025,MOLEX LLC,000000000001186052,0702461401,397,A,EC,MGD,0, ,0,960
0000000025,MOLEX LLC,000000000001185912,0559320610,17998,A,DE,CUST,0, ,0,6400
0000000025,MOLEX LLC,000000000001185908,0559320410,43950,A,AC,STND,0, ,0,5400
0000000025,MOLEX LLC,000000000001185609,0394250002,252,A,EE,STND,0, ,0,84
0000000025,MOLEX LLC,000000000001185600,0394210002,845,A,DE,CUST,0, ,0,100
0000000025,MOLEX LLC,000000000001185435,0353620450,340,A,BB,STD1,0, ,0,20000
0000000025,MOLEX LLC,000000000001185344,0015244449,27635,A,AB,STND,0, ,0,4000
0000000025,MOLEX LLC,000000000001184923,0874370243,1000,A,EC,MGD,0, , ,8000
0000000025,MOLEX LLC,000000000001182667,0192210233,305,A,NC,CUST,0, , ,400
0000000025,MOLEX LLC,000000000001182663,0192210232,600,A,EC,CST2,0, , ,800
0000000025,MOLEX LLC,000000000001175183,0423770929,19044,A,DE,CUST,0, , ,15000
0000000025,MOLEX LLC,000000000001164996,0875683044,563,A,EE,CST2,0, , ,1120
0000000025,MOLEX LLC,000000000001164755,0875681073,9579,A,BB,STD1,0, , ,2660
0000000025,MOLEX LLC,000000000001163523,5000751517,13127,A,AA,MGD,0, ,0,4000
0000000025,MOLEX LLC,000000000001163521,5000750517,949,A,BC,STND,0, ,0,4000
0000000025,MOLEX LLC,000000000001163435,0878321422,3300,A,EE,CUST,0, ,0,3200
0000000025,MOLEX LLC,000000000001163419,0878310841,100,A,EC,STND,0, ,0,4000
0000000025,MOLEX LLC,000000000001163383,0875681493,1410,A,BB,STD1,0, ,0,2100
